ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_578	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_384	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_240	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_1077	Bacteria	Firmicutes	Clostridia	Clostridiales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_201	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_690	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_47	Bacteria	Firmicutes	Clostridia	Clostridiales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_832	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_431	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_459	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_639	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_471	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_295	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_963	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_293	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_119	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_464	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_165	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_553	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_312	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_154	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_356	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_264	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	unknown species
ASV_486	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_387	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_373	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_660	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_978	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_653	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_492	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_141	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_628	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_849	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_1115	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_637	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_885	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_509	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_741	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_850	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_834	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	unknown species
ASV_1163	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	Multi-affiliation
ASV_1173	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	unknown species
ASV_999	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	unknown species
ASV_707	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	unknown species
ASV_593	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Multi-affiliation	Multi-affiliation
ASV_591	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_191	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	Multi-affiliation
ASV_625	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_550	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_363	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_63	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_321	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_244	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_587	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_803	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 2	unknown species
ASV_1193	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Caproiciproducens	unknown species
ASV_1178	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
ASV_853	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	unknown species
ASV_1114	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
ASV_946	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
ASV_828	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
ASV_1013	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pygmaiobacter	unknown species
ASV_1029	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Pygmaiobacter	unknown species
ASV_292	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Multi-affiliation	Multi-affiliation
ASV_724	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unknown genus	unknown species
ASV_907	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_1049	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_571	Bacteria	Firmicutes	Clostridia	Clostridiales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_503	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_738	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_493	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_468	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_908	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_99	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_362	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_297	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_966	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_816	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_88	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_840	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	unknown species
ASV_488	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Candidatus Soleaferrea	unknown species
ASV_455	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Negativibacillus	unknown species
ASV_523	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Negativibacillus	unknown species
ASV_1127	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus 1	unknown species
ASV_970	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_91	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_573	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_790	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_610	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_642	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_753	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_693	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_656	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_742	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_416	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_898	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_1030	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_294	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_319	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_266	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_176	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	Multi-affiliation
ASV_86	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	unknown species
ASV_808	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XII	Guggenheimella	unknown species
ASV_376	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Tissierella	unknown species
ASV_136	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Parvimonas	unknown species
ASV_871	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Parvimonas	unknown species
ASV_794	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Gallicola	Multi-affiliation
ASV_919	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	W5053	Neofamilia massiliensis
ASV_56	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Peptoniphilus	Multi-affiliation
ASV_1070	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerococcus	Multi-affiliation
ASV_392	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Helcococcus	Multi-affiliation
ASV_372	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Helcococcus	Helcococcus ovis
ASV_390	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Helcococcus	Multi-affiliation
ASV_406	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Helcococcus	Helcococcus ovis
ASV_1131	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Helcococcus	Helcococcus sueciensis
ASV_1113	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Helcococcus	unknown species
ASV_1061	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Murdochiella	unknown species
ASV_815	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Murdochiella	unknown species
ASV_859	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII UCG-001	unknown species
ASV_1024	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	S5-A14a	unknown species
ASV_205	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Mogibacterium	unknown species
ASV_385	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	unknown species
ASV_1004	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] nodatum group	unknown species
ASV_892	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] brachy group	unknown species
ASV_485	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	[Eubacterium] nodatum group	unknown species
ASV_971	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	unknown species
ASV_469	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Multi-affiliation	Multi-affiliation
ASV_957	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	unknown species
ASV_371	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	unknown species
ASV_153	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	unknown species
ASV_557	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Multi-affiliation	Multi-affiliation
ASV_31	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	Multi-affiliation
ASV_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_329	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	unknown species
ASV_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Multi-affiliation	Multi-affiliation
ASV_45	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Multi-affiliation	Multi-affiliation
ASV_1168	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Multi-affiliation
ASV_258	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Multi-affiliation	Multi-affiliation
ASV_314	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Proteiniclasticum	unknown species
ASV_353	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 12	unknown species
ASV_175	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Multi-affiliation	Multi-affiliation
ASV_309	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	Multi-affiliation
ASV_279	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	unknown species
ASV_1103	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	Multi-affiliation
ASV_33	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Multi-affiliation	Multi-affiliation
ASV_109	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	Multi-affiliation
ASV_465	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	Peptococcus simiae
ASV_168	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	unknown genus	unknown species
ASV_611	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	unknown genus	unknown species
ASV_939	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	unknown species
ASV_113	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	unknown species
ASV_235	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	unknown species
ASV_1152	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Megasphaera paucivorans
ASV_450	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Anaerovibrio	unknown species
ASV_1171	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Schwartzia	Multi-affiliation
ASV_21	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma	Multi-affiliation
ASV_552	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Multi-affiliation
ASV_955	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	unknown species
ASV_1138	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-004	unknown species
ASV_576	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus] furcosa group	unknown species
ASV_484	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenisphaera	unknown species
ASV_802	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	unknown species
ASV_348	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-009	unknown species
ASV_549	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-009	unknown species
ASV_777	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-009	unknown species
ASV_584	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae UCG-008	unknown species
ASV_732	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	unknown species
ASV_931	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	unknown species
ASV_229	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	unknown species
ASV_563	Bacteria	Firmicutes	Bacilli	Bacillales	Multi-affiliation	Multi-affiliation	Multi-affiliation
ASV_287	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_636	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	unknown species
ASV_225	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_526	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	unknown species
ASV_869	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_447	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_449	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_916	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_1203	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_923	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_894	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_1048	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_517	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_930	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Multi-affiliation
ASV_1066	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacterium sp.
ASV_772	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Multi-affiliation
ASV_1119	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus barengoltzii
ASV_896	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Multi-affiliation
ASV_1036	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus caespitis
ASV_1117	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Multi-affiliation
ASV_463	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Multi-affiliation
ASV_429	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	Multi-affiliation
ASV_23	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	unknown species
ASV_360	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Kurthia	Kurthia massiliensis
ASV_166	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	Multi-affiliation
ASV_476	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	unknown species
ASV_318	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_102	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	unknown species
ASV_782	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_310	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	unknown genus	unknown species
ASV_1032	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_124	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_787	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	Multi-affiliation
ASV_92	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	Caryophanon latum
ASV_377	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	Caryophanon latum
ASV_1041	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	unknown genus	unknown species
ASV_5	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_631	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_996	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_351	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_170	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_581	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Multi-affiliation	Multi-affiliation
ASV_1207	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium	Multi-affiliation
ASV_138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Multi-affiliation
ASV_1038	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Multi-affiliation
ASV_864	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_252	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_27	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_43	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_40	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_1110	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis
ASV_1183	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis
ASV_491	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus rupicaprae
ASV_1204	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis
ASV_1195	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_1133	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_121	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_1098	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Multi-affiliation
ASV_250	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	unknown genus	unknown species
ASV_681	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	unknown genus	unknown species
ASV_721	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	bacterium #1 from Psoroptes ovis
ASV_953	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	unknown species
ASV_540	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	unknown species
ASV_41	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Multi-affiliation
