MALAT1,TMSB4X,B2M,EEF1A1,ACTB,RPLP1,RPS27,MT-CO2,MTRNR2L1,RPS12,RPL10,MTRNR2L12,MT-CO1,RPL41,RPL13,RPS18,MTRNR2L8,TMSB10,RPL28,RPL13A,RPS19,RPL32,RPLP2,RPL21,RPL34,RPS27A,RPS29,RPL39,TPT1,RPS14,RPS6,RPS3,RPS4X,MT-CO3,HLA-B,GAPDH,RPS8,RPS15A,PFN1,RPL30,RPS3A,MT-ATP6,RPS2,RPL19,RPS23,RPL18A,RPL11,RPS28,HLA-A,MT-ND4L,RPL3,MT-ND3,PTMA,RPL37,RPL23A,CCL4,FTL,RPLP0,FTH1,RPS15,RPL12,RPS25,CCL5,RPL9,RPL27A,MT-ND4,JUNB,RPL35A,RPL29,RPS16,RPS24,HSP90AA1,RPL26,ACTG1,RPL8,RPS13,CXCL13,RPL18,RPSA,HLA-C,RPS7,RPL36,RPL15,RPL37A,RPS20,RPL31,RPL6,RPL7A,CD74,GZMB,RPL10A,RPS17,MT-ND2,DNAJB1,RPL14,RPS21,RPL7,RPL35,RPS9,GNLY
73.0,18.0,20.0,1.0,5.0,5.0,8.0,13.0,0.0,2.0,5.0,0.0,23.0,1.0,2.0,4.0,0.0,3.0,2.0,7.0,3.0,1.0,5.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,5.0,3.0,1.0,11.0,10.0,0.0,2.0,5.0,0.0,4.0,0.0,11.0,1.0,2.0,2.0,2.0,4.0,0.0,4.0,0.0,2.0,16.0,3.0,3.0,3.0,4.0,4.0,0.0,1.0,3.0,1.0,3.0,6.0,2.0,7.0,6.0,10.0,6.0,0.0,2.0,5.0,0.0,6.0,2.0,2.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,16.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
4.0,1.0,34.0,2.0,0.0,5.0,2.0,9.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,2.0,1.0,2.0,0.0,1.0,3.0,10.0,1.0,1.0,0.0,0.0,3.0,2.0,10.0,5.0,1.0,1.0,0.0,2.0,2.0,8.0,0.0,3.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0
12.0,14.0,18.0,8.0,3.0,11.0,9.0,2.0,0.0,4.0,17.0,0.0,15.0,0.0,10.0,13.0,0.0,1.0,5.0,8.0,4.0,12.0,14.0,7.0,9.0,10.0,3.0,0.0,9.0,6.0,17.0,3.0,3.0,10.0,10.0,2.0,4.0,3.0,2.0,6.0,2.0,11.0,13.0,10.0,1.0,4.0,0.0,5.0,2.0,0.0,13.0,9.0,1.0,4.0,8.0,0.0,1.0,9.0,9.0,4.0,1.0,6.0,0.0,7.0,7.0,24.0,4.0,0.0,4.0,1.0,6.0,0.0,5.0,0.0,8.0,4.0,0.0,9.0,3.0,3.0,5.0,4.0,8.0,7.0,7.0,8.0,3.0,3.0,1.0,0.0,0.0,5.0,18.0,1.0,3.0,1.0,2.0,3.0,3.0,0.0
283.0,51.0,61.0,21.0,38.0,23.0,8.0,7.0,0.0,9.0,19.0,0.0,7.0,15.0,15.0,16.0,0.0,22.0,14.0,15.0,16.0,10.0,11.0,2.0,6.0,14.0,4.0,8.0,21.0,12.0,6.0,17.0,7.0,2.0,15.0,15.0,10.0,9.0,11.0,8.0,7.0,4.0,7.0,12.0,6.0,7.0,7.0,5.0,19.0,0.0,6.0,1.0,9.0,6.0,8.0,0.0,4.0,5.0,7.0,9.0,4.0,8.0,1.0,7.0,4.0,3.0,2.0,5.0,6.0,15.0,12.0,22.0,9.0,8.0,8.0,3.0,1.0,6.0,5.0,4.0,6.0,6.0,5.0,3.0,5.0,5.0,4.0,7.0,5.0,0.0,7.0,3.0,2.0,6.0,4.0,3.0,4.0,5.0,4.0,0.0
62.0,14.0,32.0,3.0,18.0,3.0,12.0,1.0,0.0,5.0,7.0,0.0,6.0,4.0,8.0,1.0,0.0,3.0,7.0,5.0,3.0,2.0,11.0,0.0,1.0,12.0,6.0,1.0,16.0,0.0,2.0,1.0,2.0,17.0,8.0,4.0,3.0,9.0,6.0,3.0,3.0,9.0,4.0,1.0,3.0,0.0,0.0,6.0,10.0,0.0,3.0,7.0,0.0,9.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,13.0,0.0,4.0,3.0,6.0,13.0,4.0,0.0,3.0,3.0,0.0,1.0,5.0,2.0,2.0,0.0,4.0,0.0,6.0,0.0,5.0,4.0,1.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0
83.0,24.0,22.0,15.0,18.0,7.0,26.0,2.0,0.0,6.0,18.0,0.0,6.0,13.0,13.0,11.0,0.0,4.0,3.0,16.0,14.0,10.0,10.0,7.0,9.0,6.0,12.0,13.0,5.0,8.0,10.0,14.0,3.0,3.0,10.0,1.0,5.0,9.0,1.0,8.0,5.0,2.0,9.0,5.0,6.0,10.0,5.0,11.0,5.0,1.0,6.0,7.0,10.0,6.0,7.0,0.0,3.0,2.0,5.0,12.0,12.0,4.0,10.0,7.0,6.0,2.0,27.0,8.0,1.0,5.0,1.0,3.0,3.0,4.0,2.0,2.0,0.0,2.0,6.0,4.0,1.0,5.0,2.0,6.0,2.0,10.0,7.0,2.0,3.0,0.0,1.0,0.0,3.0,3.0,4.0,1.0,7.0,5.0,3.0,0.0
51.0,48.0,13.0,19.0,1.0,30.0,21.0,1.0,0.0,26.0,20.0,0.0,8.0,18.0,20.0,32.0,0.0,8.0,10.0,9.0,14.0,21.0,17.0,19.0,12.0,7.0,11.0,12.0,22.0,18.0,14.0,21.0,15.0,7.0,1.0,0.0,9.0,10.0,0.0,9.0,11.0,0.0,7.0,8.0,8.0,8.0,19.0,8.0,0.0,0.0,17.0,2.0,5.0,6.0,7.0,0.0,2.0,4.0,27.0,4.0,6.0,8.0,9.0,7.0,4.0,2.0,0.0,4.0,9.0,14.0,1.0,0.0,5.0,0.0,7.0,10.0,0.0,6.0,1.0,0.0,4.0,5.0,9.0,1.0,13.0,6.0,6.0,1.0,0.0,0.0,6.0,16.0,7.0,0.0,2.0,4.0,6.0,2.0,6.0,0.0
304.0,57.0,58.0,16.0,23.0,26.0,20.0,12.0,0.0,9.0,11.0,0.0,19.0,17.0,16.0,10.0,0.0,8.0,6.0,16.0,5.0,16.0,14.0,9.0,12.0,13.0,13.0,17.0,4.0,5.0,7.0,10.0,5.0,16.0,19.0,2.0,7.0,9.0,2.0,11.0,5.0,10.0,11.0,8.0,5.0,5.0,7.0,4.0,15.0,0.0,2.0,10.0,8.0,4.0,13.0,2.0,5.0,3.0,3.0,10.0,3.0,12.0,13.0,9.0,12.0,13.0,0.0,7.0,5.0,6.0,4.0,2.0,6.0,9.0,7.0,4.0,0.0,5.0,3.0,14.0,5.0,5.0,1.0,10.0,4.0,7.0,3.0,3.0,3.0,1.0,5.0,0.0,15.0,0.0,2.0,2.0,3.0,5.0,4.0,4.0
34.0,24.0,34.0,42.0,29.0,35.0,31.0,26.0,0.0,22.0,36.0,14.0,42.0,17.0,21.0,7.0,0.0,8.0,19.0,4.0,16.0,10.0,12.0,2.0,18.0,15.0,13.0,26.0,10.0,15.0,11.0,24.0,18.0,19.0,13.0,3.0,10.0,10.0,7.0,19.0,13.0,10.0,9.0,17.0,21.0,12.0,11.0,18.0,5.0,11.0,2.0,20.0,7.0,9.0,10.0,14.0,5.0,11.0,4.0,9.0,11.0,13.0,16.0,6.0,4.0,8.0,6.0,13.0,6.0,4.0,10.0,1.0,4.0,3.0,6.0,11.0,0.0,4.0,7.0,7.0,6.0,3.0,6.0,8.0,1.0,2.0,6.0,10.0,0.0,0.0,4.0,0.0,5.0,1.0,11.0,10.0,4.0,3.0,5.0,0.0
65.0,8.0,13.0,5.0,0.0,2.0,27.0,3.0,0.0,9.0,4.0,0.0,19.0,0.0,6.0,3.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,24.0,0.0,13.0,6.0,4.0,5.0,4.0,14.0,1.0,3.0,3.0,5.0,0.0,1.0,1.0,8.0,7.0,5.0,12.0,0.0,5.0,12.0,7.0,0.0,2.0,10.0,0.0,5.0,4.0,0.0,0.0,2.0,2.0,2.0,1.0,10.0,3.0,10.0,11.0,8.0,1.0,1.0,9.0,5.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,5.0,12.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,3.0,0.0,8.0,2.0,0.0
142.0,42.0,62.0,20.0,11.0,12.0,13.0,6.0,0.0,16.0,15.0,0.0,3.0,21.0,12.0,13.0,0.0,12.0,20.0,15.0,13.0,5.0,6.0,5.0,8.0,5.0,3.0,7.0,11.0,7.0,6.0,5.0,3.0,1.0,24.0,14.0,3.0,13.0,3.0,6.0,2.0,1.0,7.0,10.0,8.0,6.0,10.0,4.0,11.0,0.0,5.0,3.0,3.0,5.0,7.0,3.0,7.0,1.0,5.0,10.0,4.0,5.0,22.0,7.0,7.0,1.0,1.0,5.0,8.0,4.0,2.0,0.0,9.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,5.0,3.0,4.0,4.0,8.0,5.0,2.0,2.0,7.0,1.0,2.0,2.0,3.0,0.0,7.0,4.0,1.0,5.0,3.0,0.0
142.0,42.0,62.0,20.0,11.0,12.0,13.0,6.0,0.0,16.0,15.0,0.0,3.0,21.0,12.0,13.0,0.0,12.0,20.0,15.0,13.0,5.0,6.0,5.0,8.0,5.0,3.0,7.0,11.0,7.0,6.0,5.0,3.0,1.0,24.0,14.0,3.0,13.0,3.0,6.0,2.0,1.0,7.0,10.0,8.0,6.0,10.0,4.0,11.0,0.0,5.0,3.0,3.0,5.0,7.0,3.0,7.0,1.0,5.0,10.0,4.0,5.0,22.0,7.0,7.0,1.0,1.0,5.0,8.0,4.0,2.0,0.0,9.0,3.0,3.0,3.0,3.0,4.0,6.0,4.0,5.0,3.0,4.0,4.0,8.0,5.0,2.0,2.0,7.0,1.0,2.0,2.0,3.0,0.0,7.0,4.0,1.0,5.0,3.0,0.0
413.0,32.0,34.0,46.0,4.0,71.0,34.0,6.0,0.0,18.0,30.0,0.0,11.0,40.0,39.0,34.0,0.0,7.0,21.0,21.0,25.0,13.0,22.0,16.0,23.0,32.0,36.0,20.0,44.0,22.0,15.0,22.0,18.0,10.0,13.0,3.0,19.0,16.0,1.0,12.0,18.0,12.0,11.0,19.0,13.0,11.0,19.0,15.0,10.0,1.0,17.0,8.0,10.0,14.0,20.0,0.0,140.0,8.0,43.0,9.0,14.0,7.0,0.0,14.0,12.0,10.0,15.0,15.0,6.0,8.0,7.0,10.0,11.0,3.0,8.0,11.0,0.0,9.0,5.0,4.0,10.0,17.0,6.0,20.0,21.0,8.0,4.0,7.0,2.0,0.0,5.0,8.0,15.0,5.0,5.0,7.0,9.0,9.0,9.0,0.0
299.0,97.0,93.0,76.0,14.0,78.0,48.0,14.0,0.0,37.0,56.0,0.0,43.0,29.0,55.0,70.0,0.0,6.0,35.0,58.0,50.0,28.0,30.0,27.0,37.0,44.0,26.0,24.0,31.0,30.0,38.0,30.0,23.0,14.0,17.0,8.0,21.0,35.0,9.0,21.0,26.0,9.0,46.0,17.0,20.0,26.0,32.0,10.0,20.0,0.0,26.0,2.0,21.0,12.0,21.0,0.0,10.0,12.0,14.0,30.0,14.0,28.0,6.0,21.0,40.0,14.0,2.0,21.0,9.0,21.0,13.0,38.0,20.0,5.0,18.0,16.0,0.0,18.0,14.0,14.0,15.0,18.0,22.0,21.0,23.0,20.0,7.0,16.0,0.0,0.0,25.0,18.0,10.0,1.0,12.0,6.0,15.0,10.0,11.0,0.0
128.0,103.0,61.0,64.0,9.0,72.0,36.0,26.0,0.0,54.0,56.0,0.0,29.0,25.0,42.0,46.0,0.0,12.0,33.0,37.0,28.0,37.0,46.0,39.0,33.0,44.0,29.0,25.0,46.0,37.0,33.0,32.0,27.0,22.0,19.0,6.0,20.0,22.0,3.0,21.0,16.0,12.0,42.0,26.0,22.0,25.0,29.0,13.0,9.0,0.0,32.0,5.0,23.0,15.0,16.0,1.0,12.0,10.0,32.0,20.0,9.0,23.0,14.0,19.0,28.0,19.0,7.0,12.0,9.0,29.0,11.0,9.0,17.0,5.0,14.0,17.0,0.0,20.0,11.0,13.0,14.0,18.0,26.0,15.0,32.0,26.0,18.0,7.0,3.0,0.0,18.0,14.0,22.0,1.0,12.0,9.0,22.0,14.0,19.0,0.0
43.0,24.0,26.0,4.0,7.0,7.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,5.0,1.0,0.0,1.0,6.0,2.0,7.0,1.0,5.0,1.0,1.0,3.0,5.0,0.0,1.0,1.0,3.0,0.0,0.0,7.0,13.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,7.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,5.0,3.0,3.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
36.0,30.0,54.0,64.0,27.0,59.0,59.0,34.0,0.0,65.0,57.0,2.0,19.0,28.0,37.0,17.0,0.0,15.0,26.0,1.0,22.0,31.0,16.0,8.0,32.0,22.0,12.0,41.0,11.0,17.0,13.0,28.0,11.0,19.0,13.0,44.0,32.0,35.0,10.0,44.0,21.0,8.0,8.0,27.0,23.0,22.0,38.0,41.0,14.0,16.0,6.0,9.0,13.0,26.0,10.0,14.0,12.0,18.0,12.0,21.0,17.0,13.0,19.0,15.0,1.0,3.0,29.0,27.0,14.0,10.0,15.0,3.0,9.0,5.0,19.0,19.0,0.0,17.0,10.0,15.0,25.0,15.0,14.0,5.0,1.0,5.0,13.0,21.0,18.0,0.0,4.0,3.0,4.0,0.0,15.0,15.0,1.0,8.0,8.0,0.0
83.0,12.0,21.0,3.0,2.0,9.0,16.0,7.0,0.0,10.0,8.0,0.0,7.0,3.0,6.0,4.0,0.0,5.0,3.0,8.0,6.0,8.0,7.0,6.0,8.0,6.0,13.0,2.0,0.0,6.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,6.0,0.0,3.0,2.0,2.0,2.0,2.0,4.0,6.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,4.0,0.0,1.0,3.0,2.0,7.0,6.0,4.0,4.0,2.0,8.0,3.0,0.0,4.0,2.0,5.0,5.0,1.0,1.0,0.0,5.0,1.0,0.0,5.0,1.0,1.0,1.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,2.0,6.0,4.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0
171.0,51.0,46.0,64.0,51.0,40.0,66.0,17.0,0.0,41.0,26.0,7.0,31.0,22.0,38.0,21.0,2.0,12.0,26.0,9.0,23.0,30.0,17.0,19.0,27.0,35.0,23.0,23.0,24.0,25.0,20.0,21.0,14.0,14.0,16.0,4.0,20.0,11.0,7.0,24.0,28.0,6.0,33.0,30.0,16.0,15.0,19.0,30.0,14.0,11.0,23.0,14.0,9.0,27.0,26.0,6.0,6.0,9.0,4.0,14.0,9.0,9.0,5.0,11.0,12.0,4.0,13.0,16.0,17.0,14.0,9.0,1.0,2.0,9.0,13.0,12.0,0.0,7.0,9.0,14.0,6.0,16.0,15.0,14.0,5.0,6.0,14.0,24.0,5.0,0.0,13.0,2.0,8.0,1.0,10.0,21.0,3.0,12.0,14.0,0.0
67.0,42.0,22.0,9.0,10.0,6.0,8.0,6.0,0.0,7.0,7.0,0.0,8.0,9.0,6.0,7.0,0.0,9.0,5.0,9.0,3.0,6.0,3.0,7.0,6.0,7.0,1.0,1.0,1.0,6.0,6.0,5.0,3.0,7.0,6.0,4.0,1.0,6.0,5.0,2.0,4.0,2.0,8.0,3.0,5.0,6.0,2.0,1.0,2.0,0.0,1.0,0.0,4.0,1.0,4.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,13.0,2.0,2.0,4.0,1.0,4.0,2.0,5.0,2.0,0.0,3.0,1.0,2.0,2.0,0.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,8.0,6.0,0.0,5.0,0.0,2.0,0.0,6.0,2.0,3.0,6.0
65.0,18.0,38.0,72.0,38.0,24.0,27.0,32.0,0.0,42.0,38.0,3.0,17.0,13.0,45.0,23.0,0.0,12.0,31.0,4.0,15.0,27.0,11.0,5.0,24.0,20.0,6.0,12.0,22.0,21.0,18.0,22.0,25.0,14.0,20.0,3.0,18.0,19.0,2.0,34.0,23.0,14.0,8.0,30.0,25.0,25.0,30.0,14.0,1.0,18.0,23.0,10.0,9.0,9.0,7.0,0.0,11.0,8.0,9.0,8.0,10.0,14.0,0.0,12.0,5.0,6.0,0.0,11.0,16.0,11.0,9.0,3.0,2.0,6.0,21.0,11.0,0.0,14.0,10.0,3.0,10.0,12.0,13.0,4.0,3.0,0.0,15.0,20.0,0.0,0.0,11.0,2.0,3.0,0.0,10.0,6.0,1.0,4.0,10.0,0.0
176.0,25.0,25.0,9.0,1.0,15.0,14.0,4.0,0.0,14.0,15.0,0.0,11.0,6.0,11.0,15.0,0.0,15.0,8.0,19.0,9.0,10.0,11.0,15.0,8.0,8.0,4.0,8.0,6.0,7.0,7.0,5.0,1.0,6.0,10.0,2.0,3.0,4.0,0.0,9.0,6.0,6.0,8.0,8.0,3.0,3.0,10.0,8.0,7.0,0.0,3.0,2.0,12.0,2.0,6.0,0.0,1.0,8.0,7.0,4.0,4.0,3.0,0.0,12.0,6.0,6.0,5.0,8.0,3.0,3.0,3.0,4.0,13.0,1.0,2.0,4.0,0.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,8.0,9.0,4.0,0.0,1.0,0.0,2.0,5.0,9.0,0.0,3.0,3.0,3.0,1.0,4.0,0.0
64.0,33.0,54.0,49.0,27.0,18.0,27.0,13.0,0.0,32.0,33.0,7.0,4.0,35.0,16.0,9.0,1.0,13.0,34.0,4.0,6.0,20.0,4.0,5.0,18.0,11.0,7.0,18.0,3.0,13.0,7.0,20.0,10.0,5.0,23.0,12.0,11.0,14.0,7.0,24.0,11.0,8.0,7.0,18.0,18.0,5.0,15.0,12.0,10.0,2.0,12.0,5.0,15.0,14.0,9.0,0.0,8.0,5.0,9.0,13.0,10.0,14.0,4.0,6.0,1.0,2.0,30.0,11.0,10.0,5.0,18.0,1.0,5.0,6.0,4.0,12.0,0.0,4.0,7.0,16.0,6.0,8.0,7.0,4.0,1.0,3.0,3.0,14.0,10.0,0.0,2.0,1.0,0.0,1.0,10.0,9.0,3.0,5.0,4.0,0.0
67.0,19.0,31.0,53.0,34.0,22.0,19.0,10.0,0.0,23.0,42.0,5.0,13.0,9.0,31.0,20.0,0.0,5.0,32.0,2.0,26.0,26.0,5.0,6.0,12.0,19.0,1.0,9.0,18.0,11.0,9.0,20.0,23.0,8.0,18.0,10.0,11.0,14.0,5.0,14.0,19.0,10.0,7.0,15.0,13.0,16.0,17.0,11.0,19.0,10.0,19.0,8.0,17.0,5.0,3.0,0.0,6.0,6.0,8.0,15.0,9.0,9.0,0.0,8.0,0.0,5.0,12.0,10.0,9.0,9.0,12.0,1.0,2.0,9.0,13.0,15.0,0.0,11.0,6.0,11.0,8.0,13.0,6.0,6.0,0.0,3.0,8.0,11.0,4.0,0.0,5.0,1.0,5.0,1.0,9.0,10.0,1.0,4.0,8.0,0.0
71.0,12.0,18.0,7.0,3.0,6.0,31.0,9.0,2.0,9.0,14.0,2.0,20.0,9.0,6.0,10.0,3.0,8.0,6.0,11.0,6.0,10.0,8.0,7.0,7.0,12.0,10.0,7.0,4.0,5.0,6.0,5.0,2.0,12.0,10.0,0.0,2.0,6.0,2.0,9.0,1.0,4.0,2.0,6.0,4.0,8.0,3.0,8.0,3.0,2.0,3.0,15.0,6.0,5.0,9.0,0.0,2.0,1.0,5.0,7.0,3.0,6.0,8.0,1.0,14.0,8.0,4.0,7.0,2.0,2.0,7.0,9.0,3.0,1.0,3.0,1.0,0.0,2.0,3.0,5.0,1.0,5.0,1.0,8.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,12.0,4.0,4.0,4.0,5.0,3.0,5.0,0.0
82.0,36.0,26.0,18.0,10.0,23.0,36.0,11.0,7.0,9.0,11.0,2.0,14.0,22.0,9.0,13.0,3.0,9.0,10.0,21.0,12.0,14.0,20.0,7.0,13.0,12.0,26.0,14.0,16.0,14.0,7.0,9.0,5.0,11.0,13.0,1.0,8.0,13.0,3.0,14.0,5.0,2.0,15.0,11.0,6.0,11.0,8.0,13.0,6.0,0.0,9.0,9.0,14.0,8.0,7.0,0.0,3.0,4.0,8.0,8.0,1.0,6.0,5.0,8.0,15.0,18.0,6.0,10.0,2.0,7.0,4.0,4.0,11.0,0.0,5.0,2.0,0.0,2.0,3.0,10.0,8.0,9.0,2.0,14.0,6.0,3.0,4.0,4.0,0.0,0.0,5.0,9.0,14.0,3.0,9.0,7.0,1.0,3.0,2.0,1.0
55.0,8.0,14.0,2.0,6.0,4.0,7.0,6.0,0.0,0.0,1.0,0.0,18.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,11.0,5.0,0.0,0.0,2.0,2.0,0.0,1.0,5.0,3.0,1.0,2.0,0.0,1.0,2.0,9.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0
144.0,25.0,13.0,45.0,1.0,37.0,55.0,16.0,0.0,39.0,34.0,0.0,21.0,35.0,43.0,32.0,0.0,11.0,27.0,35.0,24.0,24.0,36.0,23.0,31.0,23.0,31.0,26.0,20.0,25.0,23.0,23.0,37.0,15.0,1.0,3.0,27.0,24.0,1.0,14.0,22.0,2.0,37.0,16.0,19.0,20.0,16.0,24.0,1.0,0.0,23.0,5.0,2.0,19.0,18.0,0.0,2.0,11.0,6.0,10.0,16.0,13.0,0.0,13.0,21.0,7.0,3.0,9.0,9.0,10.0,2.0,0.0,18.0,4.0,9.0,9.0,0.0,15.0,8.0,0.0,9.0,14.0,8.0,13.0,11.0,14.0,6.0,10.0,2.0,0.0,17.0,15.0,6.0,1.0,9.0,8.0,10.0,10.0,13.0,1.0
94.0,54.0,49.0,8.0,6.0,17.0,27.0,4.0,0.0,8.0,15.0,0.0,4.0,21.0,13.0,9.0,0.0,6.0,19.0,17.0,8.0,11.0,15.0,14.0,8.0,11.0,14.0,18.0,7.0,12.0,10.0,11.0,9.0,3.0,7.0,3.0,2.0,13.0,6.0,16.0,10.0,5.0,12.0,11.0,4.0,10.0,7.0,10.0,10.0,0.0,6.0,5.0,15.0,9.0,13.0,0.0,3.0,3.0,3.0,10.0,8.0,10.0,5.0,7.0,15.0,3.0,1.0,3.0,5.0,8.0,8.0,6.0,12.0,3.0,1.0,1.0,0.0,4.0,11.0,8.0,5.0,8.0,8.0,7.0,7.0,9.0,5.0,2.0,3.0,1.0,3.0,2.0,6.0,0.0,3.0,5.0,3.0,7.0,4.0,0.0
16.0,3.0,5.0,0.0,1.0,4.0,2.0,11.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,28.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0
279.0,74.0,55.0,56.0,14.0,51.0,81.0,7.0,0.0,46.0,27.0,0.0,12.0,44.0,39.0,46.0,0.0,21.0,42.0,59.0,37.0,34.0,54.0,41.0,35.0,42.0,62.0,29.0,37.0,26.0,39.0,33.0,35.0,7.0,21.0,2.0,12.0,33.0,8.0,30.0,21.0,6.0,37.0,22.0,35.0,17.0,24.0,25.0,10.0,0.0,28.0,5.0,9.0,28.0,31.0,0.0,7.0,12.0,17.0,27.0,19.0,32.0,1.0,19.0,29.0,10.0,0.0,16.0,14.0,22.0,13.0,0.0,22.0,5.0,14.0,17.0,0.0,14.0,18.0,14.0,18.0,11.0,17.0,18.0,17.0,30.0,19.0,13.0,5.0,0.0,20.0,0.0,10.0,0.0,16.0,16.0,14.0,18.0,17.0,1.0
242.0,76.0,67.0,48.0,9.0,44.0,29.0,4.0,0.0,21.0,45.0,0.0,7.0,43.0,41.0,24.0,0.0,11.0,32.0,54.0,23.0,37.0,28.0,19.0,17.0,22.0,11.0,13.0,28.0,23.0,18.0,32.0,22.0,3.0,9.0,7.0,17.0,27.0,10.0,20.0,12.0,11.0,27.0,31.0,15.0,20.0,30.0,18.0,12.0,0.0,16.0,3.0,12.0,11.0,22.0,0.0,9.0,2.0,4.0,16.0,9.0,14.0,5.0,14.0,18.0,6.0,1.0,16.0,14.0,18.0,12.0,0.0,22.0,11.0,16.0,7.0,0.0,15.0,10.0,4.0,16.0,6.0,12.0,9.0,15.0,15.0,7.0,11.0,5.0,0.0,15.0,2.0,7.0,0.0,5.0,6.0,7.0,9.0,18.0,0.0
171.0,26.0,46.0,33.0,2.0,29.0,56.0,8.0,0.0,19.0,32.0,0.0,25.0,30.0,27.0,16.0,0.0,3.0,12.0,30.0,17.0,4.0,23.0,16.0,16.0,13.0,19.0,14.0,8.0,18.0,9.0,12.0,11.0,9.0,8.0,4.0,9.0,22.0,1.0,20.0,10.0,9.0,13.0,14.0,10.0,12.0,15.0,24.0,13.0,2.0,16.0,9.0,7.0,11.0,11.0,2.0,1.0,3.0,4.0,8.0,10.0,19.0,8.0,11.0,17.0,18.0,6.0,11.0,9.0,14.0,14.0,1.0,8.0,0.0,6.0,4.0,0.0,10.0,3.0,5.0,6.0,10.0,8.0,8.0,5.0,5.0,8.0,9.0,5.0,0.0,4.0,0.0,7.0,0.0,8.0,4.0,6.0,3.0,4.0,0.0
